name,active_status,address,geo,region,coordinators
Foster City,TRUE,"3080 La Selva St, San Mateo, CA 94403, United States","{
  ""geo"": {
    ""lat"": ""37.5437589"",
    ""long"": ""-122.28494069999999""
  }
}","North Cal,USA-West",veerendra.munugalavadla@manabadi.siliconandhra.org
Walnut Creek - Pittsburg,TRUE,"462 Windwood Dr, Pittsburg, CA 94565, USA","{
  ""geo"": {
    ""lat"": ""38.0073898"",
    ""long"": ""-121.94488910000001""
  }
}","North Cal,USA-West",sudheera.sivakumar@manabadi.siliconandhra.org
Dublin,TRUE,"3601 Kohnen Way, Dublin, CA, United States","{
  ""geo"": {
    ""lat"": ""37.7158491"",
    ""long"": ""-121.8662051""
  }
}","North Cal,USA-West","ravi.kuchibhotla@manabadi.siliconandhra.org,prashanthi.mocherla@manabadi.siliconandhra.org"
El Dorado Hills,TRUE,"2658 Cobble Rock Way, El Dorado Hills, CA 95762, USA","{
  ""geo"": {
    ""lat"": ""38.626087"",
    ""long"": ""-121.04521190000003""
  }
}","North Cal,USA-West","sridevi.ganti@manabadi.siliconandhra.org,haritha.yarlagadda@manabadi.siliconandhra.org"
San Ramon,TRUE,"1050 Trumpet Vine Ln, San Ramon, CA 94582, USA","{
  ""geo"": {
    ""lat"": ""37.7520313"",
    ""long"": ""-121.91878880000002""
  }
}","North Cal,USA-West",chakrapani.madaraju@manabadi.siliconandhra.org
San Jose/ Evergreen,TRUE,"3300, Quimby Road, San Jose, CA, 95148, United States","{
  ""geo"": {
    ""lat"": ""37.3229422"",
    ""long"": ""-121.77895810000001""
  }
}","North Cal,USA-West",lakshmi.yanamandala@manabadi.siliconandhra.org
Milpitas,TRUE,"1521 California Cir, Milpitas, CA 95035, USA","{
  ""geo"": {
    ""lat"": ""37.451035"",
    ""long"": ""-121.92095519999998""
  }
}","North Cal,USA-West",anupama.nakka@manabadi.siliconandhra.org
Pleasanton,TRUE,"4375 Foothill Road, Pleasanton, CA, United States","{
  ""geo"": {
    ""lat"": ""37.6717472"",
    ""long"": ""-121.91936099999998""
  }
}","North Cal,USA-West",madhavi.desu@manabadi.siliconandhra.org
"San Diego L2 (Carmel Valley, Sorrento Valley, Del",TRUE,"10720 Thornmint Rd, San Diego, CA 92127, USA","{
  ""geo"": {
    ""lat"": ""33.018225"",
    ""long"": ""-117.10569299999997""
  }
}","San Diego,USA-West","rajyalakshmi.addepalli@manabadi.siliconandhra.org,venkatamahesh.koya@manabadi.siliconandhra.org"
"San Diego L4 (Carlsbad, Vista, San Marcos)",TRUE,"6226, paseo colina, Carlsbad, CA, 92009, United States","{
  ""geo"": {
    ""lat"": ""33.124077"",
    ""long"": ""-117.24449900000002""
  }
}","San Diego,USA-West","rajyalakshmi.addepalli@manabadi.siliconandhra.org,anu.vadlamudi@manabadi.siliconandhra.org"
"SINDA, Singapore",TRUE,,"{
  ""geo"": null
}",Singapore,
"Eindhoven, Netherlands",TRUE,,"{
  ""geo"": null
}",Netherlands,srini.ippili1@manabadi.siliconandhra.org
Auckland,TRUE,,"{
  ""geo"": null
}",New Zealand,
Zurich -Switzerland,TRUE,"Schwandenacker 42, 8052 Zürich, Switzerland","{
  ""geo"": {
    ""lat"": ""47.4248672"",
    ""long"": ""8.5358028000000559""
  }
}",Switzerland,lakshmikiranmai.avadhanula@manabadi.siliconandhra.org
Phoenix (Peoria),TRUE,"9902 W Yearling Rd, Peoria, AZ 85383, USA","{
  ""geo"": {
    ""lat"": ""33.7186377"",
    ""long"": ""-112.27284810000003""
  }
}","Phoenix - AZ,USA-South West",neelima.tiruvuri@manabadi.siliconandhra.org
Phoenix-Gilbert/Queen Creek,TRUE,"900 E Pecos Rd, Chandler, AZ 85225, USA","{
  ""geo"": {
    ""lat"": ""33.292435699999992"",
    ""long"": ""-111.82709520000003""
  }
}","Phoenix - AZ,USA-South West","neelima.tiruvuri@manabadi.siliconandhra.org,madhavi.mogusala@manabadi.siliconandhra.org"
Scottsdale,TRUE,"Sonoran Sky Elementary School 12990 N. 75th Street, Scottsdale, AZ 85260","{
  ""geo"": {
    ""lat"": ""33.602699"",
    ""long"": ""-111.92070799999999""
  }
}","Phoenix - AZ,USA-South West","neelima.tiruvuri@manabadi.siliconandhra.org,ravi.kesiraju@manabadi.siliconandhra.org"
Phoenix - East Valley (Tempe/Chandler),TRUE,"739 West Erie Street, Chandler, AZ 85225, United States","{
  ""geo"": {
    ""lat"": ""33.3094153"",
    ""long"": ""-111.85335959999998""
  }
}","Phoenix - AZ,USA-South West",raghunandan.konuru@manabadi.siliconandhra.org
"Jeddah, Saudi Arabia",TRUE,"Makkah - Jeddah Highway, Jeddah, Makkah Province, Saudi Arabia","{
  ""geo"": {
    ""lat"": ""21.4234806"",
    ""long"": ""39.315553799999975""
  }
}",Saudi Arabia,vijayalakshmi.lakkapragada1@manabadi.siliconandhra.org
"Randburg, South Africa",TRUE,,"{
  ""geo"": null
}",South Africa,
Johannesburg (Jingle Bells Pre-School),TRUE,"35, Bekker Road, Midrand, GP, 1686, South Africa","{
  ""geo"": {
    ""lat"": ""-26.0112095"",
    ""long"": ""28.1131709""
  }
}",South Africa,ramu.thota@manabadi.siliconandhra.org
Shelby Township,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Livonia,TRUE,,"{
  ""geo"": null
}",USA-Mid West,"srini.thonta@manabadi.siliconandhra.org,praveena.vellanki@manabadi.siliconandhra.org,sridhar.srigiriraju@manabadi.siliconandhra.org"
"St. Louis County Library, Daniel Broone Branch",TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Eden Prairie old,TRUE,,"{
  ""geo"": null
}",USA-Mid West,jayaram.nallamothu@manabadi.siliconandhra.org
Minneapolis/St.Paul,TRUE,,"{
  ""geo"": null
}",USA-Mid West,saritha.allam@manabadi.siliconandhra.org
Troy North Friday,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Springfield,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Fort Wayne,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
"Holland,MI",TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Woodbury,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Omaha,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
St. CharlesMO,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
"Milwaukee, WI",TRUE,,"{
  ""geo"": null
}",USA-Mid West,laxmi.vunguturi@manabadi.siliconandhra.org
Saginaw,TRUE,,"{
  ""geo"": null
}",USA-Mid West,
Ballwin - St. Louis (The Hindu Temple Cultural Center),TRUE,"725 Weidman Rd, Ballwin, MO 63011, USA","{
  ""geo"": {
    ""lat"": ""38.6148089"",
    ""long"": ""-90.499068599999987""
  }
}",USA-Mid West,"vasantha.vemireddy@manabadi.siliconandhra.org,srivalli.chaganti@manabadi.siliconandhra.org"
Madison East - Sun Prairie,TRUE,"1251 O'Keeffe Avenue, Sun Prairie, WI 53590, United States","{
  ""geo"": {
    ""lat"": ""43.165201"",
    ""long"": ""-89.254053""
  }
}",USA-Mid West,"haritha.rajula@manabadi.siliconandhra.org,vijaya.kotharu@manabadi.siliconandhra.org"
Indianapolis,TRUE,"14354 Overbrook Dr, Carmel, IN, United States","{
  ""geo"": {
    ""lat"": ""39.9959463"",
    ""long"": ""-86.230314099999987""
  }
}",USA-Mid West,sulochana.katukam@manabadi.siliconandhra.org
"Prior Lake, MN",TRUE,"15272, Wood Duck Trail Northwest, Prior Lake, MN, 55372, United States","{
  ""geo"": {
    ""lat"": ""44.7280022"",
    ""long"": ""-93.456363300000021""
  }
}",USA-Mid West,"venkat.muppidi@manabadi.siliconandhra.org,venkat.thota@manabadi.siliconandhra.org"
Solon,TRUE,"33552 Aurora Rd, Solon, OH 44139, USA","{
  ""geo"": {
    ""lat"": ""41.3845864"",
    ""long"": ""-81.4405246""
  }
}",USA-Mid West,srinivas.gogisetty@manabadi.siliconandhra.org
Woodbury,TRUE,"732 Lake Ridge Dr, Woodbury, MN 55129, United States","{
  ""geo"": {
    ""lat"": ""44.938025"",
    ""long"": ""-92.891163""
  }
}",USA-Mid West,"lalithasowjanya.jagupilla@manabadi.siliconandhra.org,harini.chukka@manabadi.siliconandhra.org,jayaram.nallamothu@manabadi.siliconandhra.org,venkat.thota@manabadi.siliconandhra.org"
Appleton - Green Bay,TRUE,"911 Delanglade St, Kaukauna, WI 54130, USA","{
  ""geo"": {
    ""lat"": ""44.2933227"",
    ""long"": ""-88.26672480000002""
  }
}",USA-Mid West,"praveen.gangasani@manabadi.siliconandhra.org,vijaya.kotharu@manabadi.siliconandhra.org"
Rochester,TRUE,"1341, Century Point Lane Northeast, Rochester, MN, 55906, United States","{
  ""geo"": {
    ""lat"": ""44.035379999999989"",
    ""long"": ""-92.424988999999982""
  }
}",USA-Mid West,"sheela.seetamsetty@manabadi.siliconandhra.org,venkat.thota@manabadi.siliconandhra.org"
Madison West,TRUE,"7118 Old Sauk Rd, Madison, Wisconsin 53717, United States","{
  ""geo"": {
    ""lat"": ""43.0761565"",
    ""long"": ""-89.5062168""
  }
}",USA-Mid West,"srinivas.bareddi@manabadi.siliconandhra.org,vijaya.kotharu@manabadi.siliconandhra.org"
Kansas City,TRUE,"13775 W 133rd St, Olathe, KS 66062, USA","{
  ""geo"": {
    ""lat"": ""38.887070299999991"",
    ""long"": ""-94.746956000000011""
  }
}",USA-Mid West,pravina.adusumilli@manabadi.siliconandhra.org
Cleveland,TRUE,"4406 Brecksville Road, Richfield, Ohio 44286, United States","{
  ""geo"": {
    ""lat"": ""41.255092700000013"",
    ""long"": ""-81.6366602""
  }
}",USA-Mid West,"venkatasurendra.goud@manabadi.siliconandhra.org,srinivas.gogisetty@manabadi.siliconandhra.org"
Greenwood,TRUE,"11, Declaration Drive, Greenwood, IN, 46143, United States","{
  ""geo"": {
    ""lat"": ""39.582591099999988"",
    ""long"": ""-86.102710800000011""
  }
}",USA-Mid West,pavan.kakaraparthi@manabadi.siliconandhra.org
Columbus - OH,TRUE,"2480 W Dublin Granville Rd, Columbus, OH 43229, USA","{
  ""geo"": {
    ""lat"": ""40.0907803"",
    ""long"": ""-83.0560218""
  }
}",USA-Mid West,"srinivas.boddu@manabadi.siliconandhra.org,srinivas.gogisetty@manabadi.siliconandhra.org"
Cincinnati - Mason,TRUE,"3716 Acadia Lane, Lebanon, OH 45036, USA","{
  ""geo"": {
    ""lat"": ""39.382428"",
    ""long"": ""-84.270001999999977""
  }
}",USA-Mid West,"bharathi.potluri@manabadi.siliconandhra.org,swarupa.koneru@manabadi.siliconandhra.org,srinivas.gogisetty@manabadi.siliconandhra.org"
Mason,TRUE,"3716 Acadia ln, Mason, OH 45036","{
  ""geo"": {
    ""lat"": ""41.7481"",
    ""long"": ""88.1656""
  }
}",USA-Mid West,
Mason,TRUE,"3716 Acadia ln, Mason, OH 45036","{
  ""geo"": {
    ""lat"": ""41.7481"",
    ""long"": ""88.1656""
  }
}",USA-Mid West,
Cedar Rapids,TRUE,,"{
  ""geo"": {
    ""lat"": ""41.7481"",
    ""long"": ""88.1656""
  }
}",USA-Mid West,archana.vanaparthi@manabadi.siliconandhra.org
Newburgh,TRUE,"Newburgh, IN, 47630, United States","{
  ""geo"": {
    ""lat"": ""37.9444882"",
    ""long"": ""-87.405286499999988""
  }
}",USA-Mid West,sridevi.ravipati@manabadi.siliconandhra.org
Lakeville,TRUE,"16200, Dodd Lane, Lakeville, MN, 55044, United States","{
  ""geo"": {
    ""lat"": ""44.712782"",
    ""long"": ""-93.181345999999962""
  }
}",USA-Mid West,venkat.thota@manabadi.siliconandhra.org
St. Louis - O'Fallon,TRUE,"Child of God Church and School, 650 Salt Lick Rd, St Peters, MO 63376, USA","{
  ""geo"": {
    ""lat"": ""38.788704"",
    ""long"": ""-90.660531999999989""
  }
}",USA-Mid West,ramya.kolluru@manabadi.siliconandhra.org
MiddleBurg Heights,TRUE,"16189 Sheldon Rd, Cleveland, OH 44130, United States","{
  ""geo"": {
    ""lat"": ""41.3879075"",
    ""long"": ""-81.8120275""
  }
}",USA-Mid West,srinivas.gogisetty@manabadi.siliconandhra.org
Eden Prairie,TRUE,"8025 School Rd, Eden Prairie, MN 55344, USA","{
  ""geo"": {
    ""lat"": ""44.8572313"",
    ""long"": ""-93.47681990000001""
  }
}",USA-Mid West,"saritha.yerapotina@manabadi.siliconandhra.org,jayaram.nallamothu@manabadi.siliconandhra.org,venkat.thota@manabadi.siliconandhra.org"
Newburgh IN,TRUE,"6299, Oak Grove Road, Newburgh, IN, 47630, United States","{
  ""geo"": {
    ""lat"": ""37.989377999999988"",
    ""long"": ""-87.364713""
  }
}",USA-Mid West,sridevi.ravipati@manabadi.siliconandhra.org
Plymouth/Maple Grove,TRUE,"10530, Troy Lane North, Maple Grove, MN, 55311, United States","{
  ""geo"": {
    ""lat"": ""45.146391"",
    ""long"": ""-93.511027399999989""
  }
}",USA-Mid West,"jayaram.nallamothu@manabadi.siliconandhra.org,venkat.thota@manabadi.siliconandhra.org"
Columbus Indiana,TRUE,"618 8th St, Columbus, IN 47201","{
  ""geo"": {
    ""lat"": ""39.207180099999988"",
    ""long"": ""-85.9183921""
  }
}",USA-Mid West,"anita.pathuri@manabadi.siliconandhra.org,srinivas.gogisetty@manabadi.siliconandhra.org"
Milwaukee - Waukesha - Pewaukee,TRUE,"Brookfield Lutheran Church, 18500 Burleigh Road, Brookfield, WI 53045","{
  ""geo"": {
    ""lat"": ""43.0765448"",
    ""long"": ""-88.14190769999999""
  }
}",USA-Mid West,"gayatri.goduguchinta@manabadi.siliconandhra.org,vijaya.kotharu@manabadi.siliconandhra.org"
Farmington Hills (Sringeri Vidya Bharati Foundatio,TRUE,"Farmington Hills, MI, USA","{
  ""geo"": {
    ""lat"": ""42.4989936"",
    ""long"": ""-83.367716799999982""
  }
}",USA-Mid West,"srini.thonta@manabadi.siliconandhra.org,srinivasraju.dhenuvakonda@manabadi.siliconandhra.org,sridhar.srigiriraju@manabadi.siliconandhra.org"
Bloomington - Normal,TRUE,"2416 East Washington Street, Bloomington, IL 61704, United States","{
  ""geo"": {
    ""lat"": ""40.480296500000009"",
    ""long"": ""-88.9473979""
  }
}","USA-Mid West,Illinois",sindhura.annavarapu@manabadi.siliconandhra.org
City of Chicago & Chicago Downtown - Shivalya Hindu Cultural Center,TRUE,"318 W Grand Ave, Chicago, IL 60654, USA","{
  ""geo"": {
    ""lat"": ""41.891698999999988"",
    ""long"": ""-87.636342000000013""
  }
}","USA-Mid West,Illinois","jyotsna.yanjarlapati@manabadi.siliconandhra.org,sireesha.perepu@manabadi.siliconandhra.org"
Peoria,TRUE,"7620, North University Street, Peoria, IL, 61614, United States","{
  ""geo"": {
    ""lat"": ""40.7804301"",
    ""long"": ""-89.620179600000029""
  }
}","USA-Mid West,Illinois",kranthi.kothamachu@manabadi.siliconandhra.org
Palatine,TRUE,Countryside Church 1025 N.Smith Street Palatine IL-60067,"{
  ""geo"": {
    ""lat"": ""42.128964900000007"",
    ""long"": ""-88.047578700000031""
  }
}","USA-Mid West,Illinois","venugopal.venkatachudamani@manabadi.siliconandhra.org,manjusha.duggirala@manabadi.siliconandhra.org"
Buffalo Grove,TRUE,"1970, Riverwoods Road, Lincolnshire, IL, 60069, United States","{
  ""geo"": {
    ""lat"": ""42.1886895"",
    ""long"": ""-87.906999000000042""
  }
}","USA-Mid West,Illinois","pavani.gangavarapu@manabadi.siliconandhra.org,venkat.gangavarapu@manabadi.siliconandhra.org"
Westmont,TRUE,"117 N Cass Ave, Westmont, IL 60559, USA","{
  ""geo"": {
    ""lat"": ""41.798639"",
    ""long"": ""-87.975096000000008""
  }
}","USA-Mid West,Illinois",lohitha.tunuguntla@manabadi.siliconandhra.org
Bolingbrook-Plainfield,TRUE,"321, Chick Evans Street, Bolingbrook, IL, 60490, United States","{
  ""geo"": {
    ""lat"": ""41.6864119"",
    ""long"": ""-88.150135900000009""
  }
}","USA-Mid West,Illinois",malathi.damaraju@manabadi.siliconandhra.org
SV Temple - Novi,TRUE,"26233, Taft Road, Novi, MI, 48374, United States","{
  ""geo"": {
    ""lat"": ""42.482692"",
    ""long"": ""-83.497925000000009""
  }
}","USA-Mid West,Michigan",madhavi.nekkanti@manabadi.siliconandhra.org
Novi Middle School,TRUE,"49000, West 11 Mile Road, Novi, MI, 48374, United States","{
  ""geo"": {
    ""lat"": ""42.4809025"",
    ""long"": ""-83.531361699999991""
  }
}","USA-Mid West,Michigan",yogesh.kollu@manabadi.siliconandhra.org
"Tricity (Saginaw, Midland, & Bay City)",TRUE,"5949 Weiss St, Saginaw, MI 48603, USA","{
  ""geo"": {
    ""lat"": ""43.4436309"",
    ""long"": ""-84.0325676""
  }
}","USA-Mid West,Michigan",nageswari.gade@manabadi.siliconandhra.org
"Grand Blanc, MI",TRUE,"5598 Chatham Lane, Grand Blanc, MI 48439, United States","{
  ""geo"": {
    ""lat"": ""42.942791199999988"",
    ""long"": ""-83.59057439999998""
  }
}","USA-Mid West,Michigan",padmavathi.gunda@manabadi.siliconandhra.org
Troy North Sat (Meadows Learning Center),TRUE,"1435, Auburn Road, Rochester Hills, MI, 48309, United States","{
  ""geo"": {
    ""lat"": ""42.6353128"",
    ""long"": ""-83.160568899999987""
  }
}","USA-Mid West,Michigan",praveen.mitta@manabadi.siliconandhra.org
Portage - Kalamazoo,TRUE,"2002 Ramona Ave, Portage, MI 49002, USA","{
  ""geo"": {
    ""lat"": ""42.2207381"",
    ""long"": ""-85.566154999999981""
  }
}","USA-Mid West,Michigan",srikanth.chaganti@manabadi.siliconandhra.org
Lansing,TRUE,"1535 Franklin St, Haslett, MI 48840, USA","{
  ""geo"": {
    ""lat"": ""42.7429295"",
    ""long"": ""-84.404881100000011""
  }
}","USA-Mid West,Michigan",naren.turimella@manabadi.siliconandhra.org
Houston - Pearland,TRUE,"2817 Miller Ranch Road, Pearland, TX, United States","{
  ""geo"": {
    ""lat"": ""29.5583042"",
    ""long"": ""-95.372416999999984""
  }
}","Texas (South),USA-South West","veerabhadrarao.kambala@manabadi.siliconandhra.org,surekha.ganji@manabadi.siliconandhra.org"
Austin - Greater Austin - Saturday,TRUE,"4001 Adelphi Ln, Austin, TX 78727, United States","{
  ""geo"": {
    ""lat"": ""30.4223361"",
    ""long"": ""-97.718206500000008""
  }
}","Texas (South),USA-South West","bhaskar.parasaram@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
Austin - Greater Austin - Sunday,TRUE,"4001 Adelphi Ln, Austin, TX 78727, USA","{
  ""geo"": {
    ""lat"": ""30.4223361"",
    ""long"": ""-97.718206500000008""
  }
}","Texas (South),USA-South West","bhaskar.parasaram@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
San Antonio,TRUE,"4114 Lockhill Selma Rd, San Antonio, TX 78249, USA","{
  ""geo"": {
    ""lat"": ""29.572651699999991"",
    ""long"": ""-98.564492500000028""
  }
}","Texas (South),USA-South West","sridevi.allam@manabadi.siliconandhra.org,usha.govindaraju@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org,vijaya.gosala@manabadi.siliconandhra.org"
Houston - Sugar Land,TRUE,"800 Brooks Street, Sugar Land, TX 77478, United States","{
  ""geo"": {
    ""lat"": ""29.609558"",
    ""long"": ""-95.636467900000014""
  }
}","Texas (South),USA-South West","vijayasree.mutyala@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org"
Columbia,TRUE,,"{
  ""geo"": null
}",USA-North East,
Elkridge,TRUE,,"{
  ""geo"": null
}",USA-North East,
Bridgewater - Raritan,TRUE,,"{
  ""geo"": null
}",USA-North East,
Waterbury,TRUE,,"{
  ""geo"": null
}",USA-North East,
Jersey City,TRUE,,"{
  ""geo"": null
}",USA-North East,
West Springfield,TRUE,,"{
  ""geo"": null
}",USA-North East,
Woodstock,TRUE,,"{
  ""geo"": null
}",USA-North East,
Vijaya garu\'s house,TRUE,,"{
  ""geo"": null
}",USA-North East,
"Staten Island,NY",TRUE,,"{
  ""geo"": null
}",USA-North East,
YMCA Metuchen,TRUE,,"{
  ""geo"": null
}",USA-North East,
Somerset,TRUE,,"{
  ""geo"": null
}",USA-North East,
Durham,TRUE,,"{
  ""geo"": null
}",USA-North East,
Hamden,TRUE,,"{
  ""geo"": null
}",USA-North East,
Cockeysville,TRUE,,"{
  ""geo"": null
}",USA-North East,
South Brunswick,TRUE,,"{
  ""geo"": null
}",USA-North East,
Reading,TRUE,,"{
  ""geo"": null
}",USA-North East,
Long Island NY,TRUE,,"{
  ""geo"": null
}",USA-North East,
Sykesville,TRUE,,"{
  ""geo"": null
}",USA-North East,
"Milford, CT",TRUE,,"{
  ""geo"": null
}",USA-North East,
East Brunswick,TRUE,,"{
  ""geo"": null
}",USA-North East,
Syracuse,TRUE,,"{
  ""geo"": null
}",USA-North East,
Bridgewater,TRUE,,"{
  ""geo"": null
}",USA-North East,
Brooklyn,TRUE,,"{
  ""geo"": null
}",USA-North East,
Bensalem,TRUE,,"{
  ""geo"": null
}",USA-North East,
Hackensack,TRUE,,"{
  ""geo"": null
}",USA-North East,
Middletown-New Jersey,TRUE,,"{
  ""geo"": null
}",USA-North East,
Groton,TRUE,,"{
  ""geo"": null
}",USA-North East,
Urbana - Frederick,TRUE,"11119 Hazelnut Ln, Monrovia, MD 21770, USA","{
  ""geo"": {
    ""lat"": ""39.3623312"",
    ""long"": ""-77.279023""
  }
}",USA-North East,"mahesh.aitha@manabadi.siliconandhra.org,neeraja.guduru@manabadi.siliconandhra.org,madhuri.yenishetti@manabadi.siliconandhra.org"
Tallapaka - A Virtual Location for BalaRanjani App,TRUE,"Eden, VT, USA","{
  ""geo"": {
    ""lat"": ""44.7072718"",
    ""long"": ""-72.5456691""
  }
}",USA-North East,"coordinator.apptest@manabadi.siliconandhra.org,srinivas.chivaluri@manabadi.siliconandhra.org,kanyakumari.peruri@manabadi.siliconandhra.org,bhaskar.rayavaram@manabadi.siliconandhra.org,phanimadhav.kasturi@manabadi.siliconandhra.org,amar.solasa@manabadi.siliconandhra.org,vijay.ravilla@manabadi.siliconandhra.org,neelima.tiruvuri@manabadi.siliconandhra.org,venkata.didugu@manabadi.siliconandhra.org,coordinator.apptest1@manabadi.siliconandhra.org,padmini.paduchuri@manabadi.siliconandhra.org,kiran.duddagi@manabadi.siliconandhra.org,srini.thonta@manabadi.siliconandhra.org,padma.vellanki@manabadi.siliconandhra.org,venkat.gangavarapu@manabadi.siliconandhra.org,neeraja.guduru@manabadi.siliconandhra.org,rajyalakshmi.addepalli@manabadi.siliconandhra.org,ganabala.medisetti@manabadi.siliconandhra.org,mahesh.nagella@manabadi.siliconandhra.org,dushyanthanaidu.paligaram@manabadi.siliconandhra.org,ramarao.paluri@manabadi.siliconandhra.org,dileep.madireddy@manabadi.siliconandhra.org,sridhar.srigiriraju@manabadi.siliconandhra.org,gautam.kasturi@manabadi.siliconandhra.org,sridevi.ganti@manabadi.siliconandhra.org,santhi.kuchibhotla@manabadi.siliconandhra.org,danji.thotapalli@manabadi.siliconandhra.org,sneha.vedula@manabadi.siliconandhra.org,raju.chamarthi@manabadi.siliconandhra.org,sujatha.appalaneni@manabadi.siliconandhra.org,sriram.kotni@manabadi.siliconandhra.org,sarath.veta@manabadi.siliconandhra.org,srinivas.gogisetty@manabadi.siliconandhra.org"
Middletown,TRUE,"11, Training Hill Road, Middletown, CT, 06457, United States","{
  ""geo"": {
    ""lat"": ""41.5396745"",
    ""long"": ""-72.613279799999987""
  }
}",USA-North East,rao.yalamanchili@manabadi.siliconandhra.org
Gaithersburg,TRUE,"345 a West Side Drive, Gaithersburg, MD 20878, United States","{
  ""geo"": {
    ""lat"": ""39.1253958"",
    ""long"": ""-77.20625050000001""
  }
}",USA-North East,
Boston - Shrewsbury,TRUE,"125 Turnpike Rd, Westborough, MA 01581, USA","{
  ""geo"": {
    ""lat"": ""42.2854197"",
    ""long"": ""-71.604616700000008""
  }
}",USA-North East,"srilatha.gorla@manabadi.siliconandhra.org,kishore.dasararaju1@manabadi.siliconandhra.org"
Portland-Scarborough,TRUE,"2 Memory Lane, Scarborough, ME 04074, United States","{
  ""geo"": {
    ""lat"": ""43.5973748"",
    ""long"": ""-70.375584899999978""
  }
}",USA-North East,srinivasa.atragada@manabadi.siliconandhra.org
Stamford,TRUE,"245 Selleck St, Stamford, CT 06902, United States","{
  ""geo"": {
    ""lat"": ""41.0415189"",
    ""long"": ""-73.557581299999981""
  }
}",USA-North East,sujana.sannapureddy@manabadi.siliconandhra.org
Hartford,TRUE,"22 Lakeshore Drive, Farmington, CT 06032, United States","{
  ""geo"": {
    ""lat"": ""41.744948699999988"",
    ""long"": ""-72.855990799999972""
  }
}",USA-North East,rao.yalamanchili@manabadi.siliconandhra.org
Ellicott City,TRUE,"8885 Old Frederick Road, Ellicott City, MD 21043, United States","{
  ""geo"": {
    ""lat"": ""39.298080800000008"",
    ""long"": ""-76.81707080000001""
  }
}",USA-North East,neeraja.guduru@manabadi.siliconandhra.org
Danbury,TRUE,"6, Tobins Court, Danbury, CT, 06810, United States","{
  ""geo"": {
    ""lat"": ""41.3931461"",
    ""long"": ""-73.4197269""
  }
}",USA-North East,lakshmisarada.tadikonda@manabadi.siliconandhra.org
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Virginia, United States","{
  ""geo"": {
    ""lat"": ""37.4315734"",
    ""long"": ""-78.656894200000011""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Virginia, United States","{
  ""geo"": {
    ""lat"": ""37.4315734"",
    ""long"": ""-78.656894200000011""
  }
}",USA-North East,
Rockville,TRUE,"1700 Mark Lane, Rockville, MD 20852, United States","{
  ""geo"": {
    ""lat"": ""39.0565777"",
    ""long"": ""-77.132151499999964""
  }
}",USA-North East,"madhu.bellamkonda@manabadi.siliconandhra.org,neeraja.guduru@manabadi.siliconandhra.org"
Downingtown - Exton,TRUE,"1314 Burke Road, West Chester, PA 19380, United States","{
  ""geo"": {
    ""lat"": ""39.9969092"",
    ""long"": ""-75.622757900000011""
  }
}",USA-North East,"anil.ramachandrula@manabadi.siliconandhra.org,krishna.kari@manabadi.siliconandhra.org"
Hicksville-Center,TRUE,"3705 Hempstead Turnpike, Levittown, NY 11756, USA","{
  ""geo"": {
    ""lat"": ""40.725883"",
    ""long"": ""-73.499054199999989""
  }
}",USA-North East,"bhavani.kallem@manabadi.siliconandhra.org,anupama.kolluru@manabadi.siliconandhra.org"
Westchester,TRUE,"2nd floor, 277, Martine Avenue, White Plains, NY, 10601-3401","{
  ""geo"": {
    ""lat"": ""40.991642"",
    ""long"": ""-73.842886000000021""
  }
}",USA-North East,sudhakar.tata@manabadi.siliconandhra.org
Trumbull,TRUE,"25, Sarenee Circle, Trumbull, CT, 06611, United States","{
  ""geo"": {
    ""lat"": ""41.2778534"",
    ""long"": ""-73.232254799999964""
  }
}",USA-North East,rao.yalamanchili@manabadi.siliconandhra.org
Intinta ManaBadi - (USA - Online Weekends),TRUE,"Burlington, VT, United States","{
  ""geo"": {
    ""lat"": ""44.4758825"",
    ""long"": ""-73.212071999999978""
  }
}",USA-North East,"coordinator.apptest@manabadi.siliconandhra.org,bhaskar.rayavaram@manabadi.siliconandhra.org,coordinator.apptest1@manabadi.siliconandhra.org,padmini.paduchuri@manabadi.siliconandhra.org"
